Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C)
11,2021/11/24 09:14:21,330.0001,330.0001,1,1,0,0,0,0,0,4.175864,0,0,0,0,0,,0.0000038722268982383,,,,,,,,,,,,,,,,,,,,25.45437,0.1224226
12,2021/11/24 09:14:51,360.0001,360.0001,1,1,0,0,0,0,0,4.175969,0,0,0,0,0,,-0.0000287646398646757,,,,,,,,,,,,,,,,,,,,25.08679,-0.05762458
13,2021/11/24 09:15:21,390.0021,390.0021,1,1,0,0,0,0,0,4.175644,0,0,0,0,0,,-0.0000240246099565411,,0,0,,,,,,,,,,,,,,,,,25.34685,0.07335365
14,2021/11/24 09:15:51,420.0009,420.0009,1,1,0,0,0,0,0,4.175936,0,0,0,0,0,,0.0000141465397973661,,,,,,,,,,,,,,,,,,,,25.12635,0.02632082
15,2021/11/24 09:16:21,450.0007,450.0007,1,1,0,0,0,0,0,4.175746,0,0,0,0,0,,-0.0000328733294736594,,,,,,,,,,,,,,,,,,,,25.17558,0.06536603
16,2021/11/24 09:16:51,480.0001,480.0001,1,1,0,0,0,0,0,4.175879,0,0,0,0,0,,0.0000516029285790864,,,,,,,,,,,,,,,,,,,,24.94647,-0.08715928
17,2021/11/24 09:17:21,510.0011,510.0011,1,1,0,0,0,0,0,4.175847,0,0,0,0,0,,0.0000323209787893575,,0,0,,,,,,,,,,,,,,,,,25.0034,-0.04935801
18,2021/11/24 09:17:51,540.0015,540.0015,1,1,0,0,0,0,0,4.175345,0,0,0,0,0,,-0.0000147783002830693,,,,,,,,,,,,,,,,,,,,25.1315,-0.06178737
19,2021/11/24 09:18:21,570.0002,570.0002,1,1,0,0,0,0,0,4.175819,0,0,0,0,0,,0.0000320067410939373,,,,,,,,,,,,,,,,,,,,24.97948,-0.08324504
20,2021/11/24 09:18:51,600.0012,600.0012,1,1,0,0,0,0,0,4.175685,0,0,0,0,0,,-0.0000215736599784577,,,,,,,,,,,,,,,,,,,,25.36904,0.09646833
21,2021/11/24 09:19:21,630.0017,630.0017,1,1,0,0,0,0,0,4.17584,0,0,0,0,0,,0.0000108270596683724,,0,0,,,,,,,,,,,,,,,,,25.12409,-0.00711143
22,2021/11/24 09:19:51,660.0013,660.0013,1,1,0,0,0,0,0,4.175833,0,0,0,0,0,,-0.0000160418203449808,,,,,,,,,,,,,,,,,,,,25.03445,-0.06082118
23,2021/11/24 09:20:21,690.0015,690.0015,1,1,0,0,0,0,0,4.175714,0,0,0,0,0,,-0.0000303451197396498,,,,,,,,,,,,,,,,,,,,25.28968,0.1121426
24,2021/11/24 09:20:51,720.0018,720.0018,1,1,0,0,0,0,0,4.175812,0,0,0,0,0,,-0.00000482040786664584,,,,,,,,,,,,,,,,,,,,25.21313,0.00639677
25,2021/11/24 09:21:21,750.0021,750.0021,1,1,0,0,0,0,0,4.175683,0,0,0,0,0,,-0.0000143813704198692,,0,0,,,,,,,,,,,,,,,,,25.03642,-0.0701642
26,2021/11/24 09:21:51,780.0015,780.0015,1,1,0,0,0,0,0,4.17574,0,0,0,0,0,,0.000021968600776745,,,,,,,,,,,,,,,,,,,,25.0478,-0.01876235
27,2021/11/24 09:22:21,810.0004,810.0004,1,1,0,0,0,0,0,4.175985,0,0,0,0,0,,-0.0000183319898496848,,,,,,,,,,,,,,,,,,,,25.25442,-0.005338192
28,2021/11/24 09:22:51,840.0015,840.0015,1,1,0,0,0,0,0,4.175756,0,0,0,0,0,,0.0000141454802360386,,,,,,,,,,,,,,,,,,,,25.04269,-0.0520134
29,2021/11/24 09:23:21,870.0004,870.0004,1,1,0,0,0,0,0,4.175944,0,0,0,0,0,,0.0000409373496950138,,0,0,,,,,,,,,,,,,,,,,25.18012,0.08172035
30,2021/11/24 09:23:51,900,900,1,1,0,0,0,0,0,4.17564,0,0,0,0,0,,-0.00000173866601471673,,,,,,,,,,,,,,,,,,,,25.29595,0.0712198
31,2021/11/24 09:24:21,930.0008,930.0008,1,1,0,0,0,0,0,4.175636,0,0,0,0,0,,0.0000119334799819626,,,,,,,,,,,,,,,,,,,,25.19749,0.0594002
32,2021/11/24 09:24:51,960.0003,960.0003,1,1,0,0,0,0,0,4.175766,0,0,0,0,0,,-0.0000286856193270069,,,,,,,,,,,,,,,,,,,,25.0125,-0.03360331
33,2021/11/24 09:25:21,990.0024,990.0024,1,1,0,0,0,0,0,4.175612,0,0,0,0,0,,0.0000167540092661511,,0,0,,,,,,,,,,,,,,,,,25.13462,0.02506196
34,2021/11/24 09:25:51,1020.0011,1020.0011,1,1,0,0,0,0,0,4.175736,0,0,0,0,0,,-0.00000853470555739477,,,,,,,,,,,,,,,,,,,,25.41656,0.06526887
35,2021/11/24 09:26:21,1050.0006,1050.0006,1,1,0,0,0,0,0,4.175692,0,0,0,0,0,,-0.000018569500753074,,,,,,,,,,,,,,,,,,,,25.09137,-0.01396
36,2021/11/24 09:26:51,1080.0014,1080.0014,1,1,0,0,0,0,0,4.175719,0,0,0,0,0,,0.0000341385384672321,,,,,,,,,,,,,,,,,,,,25.14485,-0.0803709
37,2021/11/24 09:27:21,1110.0005,1110.0005,1,1,0,0,0,0,0,4.175851,0,0,0,0,0,,0.0000064803230088728,,0,0,,,,,,,,,,,,,,,,,25.28257,-0.04838407
38,2021/11/24 09:27:51,1140.0008,1140.0008,1,1,0,0,0,0,0,4.17553,0,0,0,0,0,,0.0000354041003447492,,,,,,,,,,,,,,,,,,,,25.33717,-0.03494859
39,2021/11/24 09:28:21,1170.0005,1170.0005,1,1,0,0,0,0,0,4.175815,0,0,0,0,0,,-0.0000219675093831029,,,,,,,,,,,,,,,,,,,,25.35026,-0.00772953
40,2021/11/24 09:28:51,1200.0001,1200.0001,1,1,0,0,0,0,0,4.175545,0,0,0,0,0,,0.0000102731701190351,,,,,,,,,,,,,,,,,,,,25.38044,-0.0409025
41,2021/11/24 09:29:21,1230.0012,1230.0012,1,1,0,0,0,0,0,4.175648,0,0,0,0,0,,-0.00002441853939672,,0,0,,,,,,,,,,,,,,,,,25.13177,-0.003641844
42,2021/11/24 09:29:51,1260.0008,1260.0008,1,1,0,0,0,0,0,4.17578,0,0,0,0,0,,-0.0000288422306766734,,,,,,,,,,,,,,,,,,,,25.05519,-0.0730902
43,2021/11/24 09:30:21,1290.0005,1290.0005,1,1,0,0,0,0,0,4.175574,0,0,0,0,0,,0.0000331115006702021,,,,,,,,,,,,,,,,,,,,25.24444,-0.01404583
44,2021/11/24 09:30:51,1320.0015,1320.0015,1,1,0,0,0,0,0,4.175798,0,0,0,0,0,,0.00000624292715656338,,,,,,,,,,,,,,,,,,,,25.00027,-0.04731476
45,2021/11/24 09:31:21,1350.0017,1350.0017,1,1,0,0,0,0,0,4.175498,0,0,0,0,0,,0.0000297131700790487,,0,0,,,,,,,,,,,,,,,,,25.27232,0.0674206
46,2021/11/24 09:31:51,1380.0013,1380.0013,1,1,0,0,0,0,0,4.175592,0,0,0,0,0,,0.00000426728183811065,,,,,,,,,,,,,,,,,,,,25.08764,-0.04617274
47,2021/11/24 09:32:21,1410.0007,1410.0007,1,1,0,0,0,0,0,4.17576,0,0,0,0,0,,0.00000450412881036755,,,,,,,,,,,,,,,,,,,,24.96952,-0.06127715
48,2021/11/24 09:32:51,1440.0018,1440.0018,1,1,0,0,0,0,0,4.1755,0,0,0,0,0,,-0.00000845617068989668,,,,,,,,,,,,,,,,,,,,24.91856,-0.06055832
49,2021/11/24 09:33:21,1470.0029,1470.0029,1,1,0,0,0,0,0,4.17573,0,0,0,0,0,,-0.00000592722290093661,,0,0,,,,,,,,,,,,,,,,,24.98434,0.03850877
50,2021/11/24 09:33:51,1500.0008,1500.0008,1,1,0,0,0,0,0,4.175394,0,0,0,0,0,,0.0000321615989378188,,,,,,,,,,,,,,,,,,,,25.09849,0.06457329
51,2021/11/24 09:34:21,1530.0021,1530.0021,1,1,0,0,0,0,0,4.175776,0,0,0,0,0,,0.00001683302980382,,,,,,,,,,,,,,,,,,,,25.28856,0.03531396
52,2021/11/24 09:34:51,1560.0008,1560.0008,1,1,0,0,0,0,0,4.17575,0,0,0,0,0,,0.000013591749848274,,,,,,,,,,,,,,,,,,,,25.26211,0.04519224
53,2021/11/24 09:35:21,1590.0019,1590.0019,1,1,0,0,0,0,0,4.175159,0,0,0,0,0,,-0.0000108258900581859,,0,0,,,,,,,,,,,,,,,,,25.07714,-0.1075196
54,2021/11/24 09:35:51,1620.001,1620.001,1,1,0,0,0,0,0,4.175502,0,0,0,0,0,,-0.0000123280096886447,,,,,,,,,,,,,,,,,,,,24.99257,-0.02908468
55,2021/11/24 09:36:21,1650.0011,1650.0011,1,1,0,0,0,0,0,4.175595,0,0,0,0,0,,0.0000339804901159368,,,,,,,,,,,,,,,,,,,,25.25695,0.00302434
56,2021/11/24 09:36:51,1680.002,1680.002,1,1,0,0,0,0,0,4.17555,0,0,0,0,0,,-0.0000214960600715131,,,,,,,,,,,,,,,,,,,,25.04267,-0.09550452
57,2021/11/24 09:37:21,1710.0011,1710.0011,1,1,0,0,0,0,0,4.175705,0,0,0,0,0,,0.00000806082243798301,,0,0,,,,,,,,,,,,,,,,,24.97435,-0.01912713
58,2021/11/24 09:37:51,1740.0004,1740.0004,1,1,0,0,0,0,0,4.175398,0,0,0,0,0,,0.0000343750398315024,,,,,,,,,,,,,,,,,,,,25.30079,0.1067239
59,2021/11/24 09:38:21,1770.0016,1770.0016,1,1,0,0,0,0,0,4.175625,0,0,0,0,0,,0.00000221271989175875,,,,,,,,,,,,,,,,,,,,25.0051,-0.06928265
60,2021/11/24 09:38:51,1800.002,1800.002,1,1,0,0,0,0,0,4.175481,0,0,0,0,0,,0.0000357205099135172,,,,,,,,,,,,,,,,,,,,25.17017,0.08965731
61,2021/11/24 09:39:21,1830.0024,1830.0024,1,1,0,0,0,0,0,4.175574,0,0,0,0,0,,-0.0000239457804127596,,0,0,,,,,,,,,,,,,,,,,24.99542,-0.05558789
62,2021/11/24 09:39:51,1860.0001,1860.0001,1,1,0,0,0,0,0,4.175757,0,0,0,0,0,,0.00000640087000647327,,,,,,,,,,,,,,,,,,,,24.96554,-0.04189312
63,2021/11/24 09:40:21,1890.0029,1890.0029,1,1,0,0,0,0,0,4.175473,0,0,0,0,0,,0.000000237075198583625,,,,,,,,,,,,,,,,,,,,24.95244,-0.09569287
64,2021/11/24 09:40:51,1920.0016,1920.0016,1,1,0,0,0,0,0,4.175685,0,0,0,0,0,,-0.0000255252998613287,,,,,,,,,,,,,,,,,,,,25.20944,0.06705403
65,2021/11/24 09:41:21,1950.0003,1950.0003,1,1,0,0,0,0,0,4.175532,0,0,0,0,0,,0.0000255242393905064,,0,0,,,,,,,,,,,,,,,,,25.17758,-0.003909469
66,2021/11/24 09:41:51,1980.0008,1980.0008,1,1,0,0,0,0,0,4.175545,0,0,0,0,0,,-0.00000616354600424529,,,,,,,,,,,,,,,,,,,,25.05407,-0.0006216764
67,2021/11/24 09:42:21,2010.0004,2010.0004,1,1,0,0,0,0,0,4.17572,0,0,0,0,0,,0.0000211785391002195,,,,,,,,,,,,,,,,,,,,25.13006,-0.06437063
68,2021/11/24 09:42:51,2040.0007,2040.0007,1,1,0,0,0,0,0,4.175337,0,0,0,0,0,,0.00000403004378313199,,,,,,,,,,,,,,,,,,,,25.09531,-0.08474231
69,2021/11/24 09:43:21,2070.0019,2070.0019,1,1,0,0,0,0,0,4.17567,0,0,0,0,0,,-0.0000060845759435324,,0,0,,,,,,,,,,,,,,,,,25.16335,0.005424619
70,2021/11/24 09:43:51,2100.0012,2100.0012,1,1,0,0,0,0,0,4.175487,0,0,0,0,0,,0.0000309755087073427,,,,,,,,,,,,,,,,,,,,25.24075,-0.04915833
71,2021/11/24 09:44:21,2130.0017,2130.0017,1,1,0,0,0,0,0,4.175407,0,0,0,0,0,,-0.0000459914408565965,,,,,,,,,,,,,,,,,,,,25.07028,-0.06740928
72,2021/11/24 09:44:51,2160.0005,2160.0005,1,1,0,0,0,0,0,4.175784,0,0,0,0,0,,0.0000199149708350888,,,,,,,,,,,,,,,,,,,,25.35169,0.06107807
73,2021/11/24 09:45:21,2190.003,2190.003,1,1,0,0,0,0,0,4.175578,0,0,0,0,0,,0.0000018964279888678,,0,0,,,,,,,,,,,,,,,,,25.40746,0.0865972
74,2021/11/24 09:45:51,2220.0006,2220.0006,1,1,0,0,0,0,0,4.175612,0,0,0,0,0,,0.00000482048790217959,,,,,,,,,,,,,,,,,,,,25.44982,0.07156551
75,2021/11/24 09:46:21,2250.0008,2250.0008,1,1,0,0,0,0,0,4.175446,0,0,0,0,0,,-0.0000243376998696476,,,,,,,,,,,,,,,,,,,,25.1827,0.02401292
76,2021/11/24 09:46:51,2280.0008,2280.0008,1,1,0,0,0,0,0,4.17541,0,0,0,0,0,,0.0000204685093194712,,,,,,,,,,,,,,,,,,,,25.36479,0.001966953
77,2021/11/24 09:47:21,2310.0011,2310.0011,1,1,0,0,0,0,0,4.175629,0,0,0,0,0,,-0.0000334251089952886,,0,0,,,,,,,,,,,,,,,,,25.37134,0.05325735
78,2021/11/24 09:47:51,2340.0015,2340.0015,1,1,0,0,0,0,0,4.17553,0,0,0,0,0,,0.0000100355200629565,,,,,,,,,,,,,,,,,,,,25.31501,0.008097291
79,2021/11/24 09:48:21,2370.0011,2370.0011,1,1,0,0,0,0,0,4.175592,0,0,0,0,0,,0.0000514444509462919,,,,,,,,,,,,,,,,,,,,25.26466,-0.01866698
80,2021/11/24 09:48:51,2400.0021,2400.0021,1,1,0,0,0,0,0,4.175539,0,0,0,0,0,,-0.00000205463402380701,,,,,,,,,,,,,,,,,,,,25.3716,0.07841825
81,2021/11/24 09:49:21,2430.0003,2430.0003,1,1,0,0,0,0,0,4.17563,0,0,0,0,0,,0.0000153309902088949,,0,0,,,,,,,,,,,,,,,,,25.27747,-0.1011926
82,2021/11/24 09:49:51,2460.0014,2460.0014,1,1,0,0,0,0,0,4.175372,0,0,0,0,0,,-0.000010825709978235,,,,,,,,,,,,,,,,,,,,25.27659,0.07487297
83,2021/11/24 09:50:21,2490.0023,2490.0023,1,1,0,0,0,0,0,4.175458,0,0,0,0,0,,0.0000366673193639144,,,,,,,,,,,,,,,,,,,,25.02874,-0.07585406
84,2021/11/24 09:50:51,2520.0003,2520.0003,1,1,0,0,0,0,0,4.175743,0,0,0,0,0,,-0.0000133552302941098,,,,,,,,,,,,,,,,,,,,25.20321,0.03699601
85,2021/11/24 09:51:21,2550.0007,2550.0007,1,1,0,0,0,0,0,4.175435,0,0,0,0,0,,-0.0000267901596089359,,0,0,,,,,,,,,,,,,,,,,25.27518,0.07763386
86,2021/11/24 09:51:51,2580.0014,2580.0014,1,1,0,0,0,0,0,4.175546,0,0,0,0,0,,0.0000328738788084593,,,,,,,,,,,,,,,,,,,,25.04924,-0.01983285
87,2021/11/24 09:52:21,2610.0006,2610.0006,1,1,0,0,0,0,0,4.175416,0,0,0,0,0,,-0.00000450468905910384,,,,,,,,,,,,,,,,,,,,25.25155,0.07798731
88,2021/11/24 09:52:51,2640.0018,2640.0018,1,1,0,0,0,0,0,4.175556,0,0,0,0,0,,0.0000330302791553549,,,,,,,,,,,,,,,,,,,,24.95642,-0.0960511
89,2021/11/24 09:53:21,2670.0019,2670.0019,1,1,0,0,0,0,0,4.175385,0,0,0,0,0,,-0.00000537334699401981,,0,0,,,,,,,,,,,,,,,,,25.14913,0.02277255
90,2021/11/24 09:53:51,2700.0015,2700.0015,1,1,0,0,0,0,0,4.175388,0,0,0,0,0,,0.0000354026306013111,,,,,,,,,,,,,,,,,,,,25.1733,0.03778636
91,2021/11/24 09:54:21,2730.0019,2730.0019,1,1,0,0,0,0,0,4.175511,0,0,0,0,0,,0.00000537396999789053,,,,,,,,,,,,,,,,,,,,25.15111,-0.002583265
92,2021/11/24 09:54:51,2760.0013,2760.0013,1,1,0,0,0,0,0,4.175459,0,0,0,0,0,,-0.0000160428808158031,,,,,,,,,,,,,,,,,,,,25.22256,0.02418935
93,2021/11/24 09:55:21,2790.0025,2790.0025,1,1,0,0,0,0,0,4.175385,0,0,0,0,0,,0.0000167542802955722,,0,0,,,,,,,,,,,,,,,,,25.12067,-0.0003618002
94,2021/11/24 09:55:51,2820.0012,2820.0012,1,1,0,0,0,0,0,4.17556,0,0,0,0,0,,-0.00000964153605309548,,,,,,,,,,,,,,,,,,,,25.23365,0.07239163
95,2021/11/24 09:56:21,2850.0006,2850.0006,1,1,0,0,0,0,0,4.175317,0,0,0,0,0,,0.0000129608597490005,,,,,,,,,,,,,,,,,,,,25.05094,-0.00649035
96,2021/11/24 09:56:51,2880.0004,2880.0004,1,1,0,0,0,0,0,4.175635,0,0,0,0,0,,-0.0000265524195128819,,,,,,,,,,,,,,,,,,,,25.23847,0.08163273
97,2021/11/24 09:57:21,2910.0016,2910.0016,1,1,0,0,0,0,0,4.17544,0,0,0,0,0,,-0.00000979951255430933,,0,0,,,,,,,,,,,,,,,,,25.08169,-0.08465111
98,2021/11/24 09:57:51,2940.0011,2940.0011,1,1,0,0,0,0,0,4.175578,0,0,0,0,0,,0.00000592677997701685,,,,,,,,,,,,,,,,,,,,25.039,-0.08572042
99,2021/11/24 09:58:21,2970.0013,2970.0013,1,1,0,0,0,0,0,4.17532,0,0,0,0,0,,-0.0000101933901532902,,,,,,,,,,,,,,,,,,,,25.04355,-0.06535709
100,2021/11/24 09:58:51,3000.0011,3000.0011,1,1,0,0,0,0,0,4.175347,0,0,0,0,0,,0.00000213364091905532,,,,,,,,,,,,,,,,,,,,25.3304,0.05264044
101,2021/11/24 09:59:21,3030.002,3030.002,1,1,0,0,0,0,0,4.175482,0,0,0,0,0,,-0.000028604930776055,,0,0,,,,,,,,,,,,,,,,,25.09848,-0.06090879
102,2021/11/24 09:59:51,3060.0022,3060.0022,1,1,0,0,0,0,0,4.175407,0,0,0,0,0,,0.0000297136703011347,,,,,,,,,,,,,,,,,,,,25.22371,0.007123351
103,2021/11/24 10:00:21,3090.0018,3090.0018,1,1,0,0,0,0,0,4.175598,0,0,0,0,0,,-0.00000529432691109832,,,,,,,,,,,,,,,,,,,,25.2974,0.08431315
104,2021/11/24 10:00:51,3120.0011,3120.0011,1,1,0,0,0,0,0,4.175359,0,0,0,0,0,,-0.00000150135201693047,,,,,,,,,,,,,,,,,,,,25.19495,-0.004361868
105,2021/11/24 10:01:21,3150.0001,3150.0001,1,1,0,0,0,0,0,4.175303,0,0,0,0,0,,0.0000281305892713135,,0,0,,,,,,,,,,,,,,,,,25.32895,0.04970074
106,2021/11/24 10:01:51,3180.0004,3180.0004,1,1,0,0,0,0,0,4.17553,0,0,0,0,0,,0.00000790296326158568,,,,,,,,,,,,,,,,,,,,25.10246,-0.08268774
107,2021/11/24 10:02:21,3210.0005,3210.0005,1,1,0,0,0,0,0,4.175358,0,0,0,0,0,,0.0000135140699057956,,,,,,,,,,,,,,,,,,,,25.35513,0.05734563
108,2021/11/24 10:02:51,3240.0005,3240.0005,1,1,0,0,0,0,0,4.175544,0,0,0,0,0,,-0.0000503385417687241,,,,,,,,,,,,,,,,,,,,25.37276,0.09105384
109,2021/11/24 10:03:21,3270.0006,3270.0006,1,1,0,0,0,0,0,4.175227,0,0,0,0,0,,0.0000469365986646153,,0,0,,,,,,,,,,,,,,,,,25.42081,-0.07122099
110,2021/11/24 10:03:51,3300.0009,3300.0009,1,1,0,0,0,0,0,4.175337,0,0,0,0,0,,-0.0000302663393085822,,,,,,,,,,,,,,,,,,,,25.36281,0.06943464
111,2021/11/24 10:04:21,3330.0016,3330.0016,1,1,0,0,0,0,0,4.175199,0,0,0,0,0,,0.00000900952818483347,,,,,,,,,,,,,,,,,,,,25.23934,0.04560351
112,2021/11/24 10:04:51,3360,3360,1,1,0,0,0,0,0,4.175167,0,0,0,0,0,,0.00000987747625913471,,,,,,,,,,,,,,,,,,,,25.08054,-0.008348823
113,2021/11/24 10:05:21,3390.0021,3390.0021,1,1,0,0,0,0,0,4.17523,0,0,0,0,0,,-0.0000118531697808066,,0,0,,,,,,,,,,,,,,,,,25.4012,-0.00977993
114,2021/11/24 10:05:51,3420.0007,3420.0007,1,1,0,0,0,0,0,4.175217,0,0,0,0,0,,0.00000529494218426407,,,,,,,,,,,,,,,,,,,,25.09393,-0.07753015
115,2021/11/24 10:06:21,3450.0017,3450.0017,1,1,0,0,0,0,0,4.175105,0,0,0,0,0,,-0.0000214150804822566,,,,,,,,,,,,,,,,,,,,25.38839,0.0550586
116,2021/11/24 10:06:51,3480.0023,3480.0023,1,1,0,0,0,0,0,4.175529,0,0,0,0,0,,-0.00000150143898736133,,,,,,,,,,,,,,,,,,,,25.08739,-0.02568841
117,2021/11/24 10:07:21,3510.0017,3510.0017,1,1,0,0,0,0,0,4.175117,0,0,0,0,0,,0.0000126447403090424,,0,0,,,,,,,,,,,,,,,,,25.1056,-0.05822539
118,2021/11/24 10:07:51,3540.0012,3540.0012,1,1,0,0,0,0,0,4.175329,0,0,0,0,0,,-0.0000305036701320205,,,,,,,,,,,,,,,,,,,,25.2086,0.04383624
119,2021/11/24 10:08:21,3570.0012,3570.0012,1,1,0,0,0,0,0,4.175565,0,0,0,0,0,,0.0000105108501884388,,,,,,,,,,,,,,,,,,,,25.06661,-0.04622698
120,2021/11/24 10:08:51,3600.0004,3600.0004,1,1,0,0,0,0,0,4.175096,0,0,0,0,0,,-0.0000405371611122973,,,,,,,,,,,,,,,,,,,,25.2029,-0.04722416
121,2021/11/24 10:09:21,3630.0008,3630.0008,1,1,0,0,0,0,0,4.175508,0,0,0,0,0,,0.00000521599895364488,,0,0,,,,,,,,,,,,,,,,,25.14629,-0.06322622
122,2021/11/24 10:09:51,3660.0025,3660.0025,1,1,0,0,0,0,0,4.175224,0,0,0,0,0,,0.0000203871095436625,,,,,,,,,,,,,,,,,,,,25.04725,-0.06207108
123,2021/11/24 10:10:21,3690.0006,3690.0006,1,1,0,0,0,0,0,4.175519,0,0,0,0,0,,0.00000347727495864092,,,,,,,,,,,,,,,,,,,,25.13065,0.03556311
124,2021/11/24 10:10:51,3720.0011,3720.0011,1,1,0,0,0,0,0,4.175161,0,0,0,0,0,,0.0000039510227907158,,,,,,,,,,,,,,,,,,,,25.23591,0.08669496
125,2021/11/24 10:11:21,3750.0012,3750.0012,1,1,0,0,0,0,0,4.175484,0,0,0,0,0,,0.00000355595102519146,,,,,,,,,,,,,,,,,,,,25.27376,0.01227975
126,2021/11/24 10:11:51,3780.0009,3780.0009,1,1,0,0,0,0,0,4.175374,0,0,0,0,0,,0.0000169102404470323,,0,0,,,,,,,,,,,,,,,,,25.05094,0.003108382
127,2021/11/24 10:12:21,3810.0018,3810.0018,1,1,0,0,0,0,0,4.175171,0,0,0,0,0,,-0.0000233137398026884,,,,,,,,,,,,,,,,,,,,25.22027,0.06705165
128,2021/11/24 10:12:51,3840.0023,3840.0023,1,1,0,0,0,0,0,4.175299,0,0,0,0,0,,0.0000252863392233849,,,,,,,,,,,,,,,,,,,,25.08027,-0.02997339
129,2021/11/24 10:13:21,3870.0002,3870.0002,1,1,0,0,0,0,0,4.17479,0,0,0,0,0,,-0.0000202317605726421,,,,,,,,,,,,,,,,,,,,25.14604,-0.01306117
130,2021/11/24 10:13:51,3900.0004,3900.0004,1,1,0,0,0,0,0,4.175168,0,0,0,0,0,,-0.00000118528703296761,,0,0,,,,,,,,,,,,,,,,,25.25414,0.05504906
131,2021/11/24 10:14:21,3930.0009,3930.0009,1,1,0,0,0,0,0,4.175396,0,0,0,0,0,,0.0000208638193726074,,,,,,,,,,,,,,,,,,,,25.07144,0.01849711
132,2021/11/24 10:14:51,3960.0018,3960.0018,1,1,0,0,0,0,0,4.175259,0,0,0,0,0,,-0.0000120917302410817,,,,,,,,,,,,,,,,,,,,25.01593,-0.05769551
133,2021/11/24 10:15:21,3990,3990,1,1,0,0,0,0,0,4.175422,0,0,0,0,0,,0.000013591179595096,,,,,,,,,,,,,,,,,,,,25.11811,-0.01530349
