Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C)
74,2021/11/20 09:25:26,2015.0449,215.0002,1,2,0,0,0,0,1.498924,3.642876,5.460394265424,0.08936083,0.0001536697,0.3231012,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.39043,-0.09168267
75,2021/11/20 09:25:31,2020.0457,220.001,1,2,0,0,0,0,1.498642,3.643735,5.46065430787,0.09144186,0.0001536697,0.3306831,0.0005433871,,0.000193664105609059,,,,,,,,,,,,,,,,,,,,25.58925,-0.05339384
76,2021/11/20 09:25:36,2025.0459,225.0012,1,2,0,0,0,0,1.498619,3.644726,5.462055633394,0.09352353,0.0001536697,0.3382693,0.0005433871,,0.000233346407185309,,,,,,,,,,,,,,,,,,,,25.73701,0.02150238
77,2021/11/20 09:25:41,2030.0451,230.0004,1,2,0,0,0,0,1.498451,3.645828,5.463094612428,0.09560496,0.0001536697,0.3458566,0.0005433871,,0.000152562104631215,,2.16576790809631,,,,,,,,,,,,,,,,,,25.39442,-0.1239586
78,2021/11/20 09:25:46,2035.046,235.0013,1,2,0,0,0,0,1.498299,3.646434,5.463448415766,0.09768695,0.0001536697,0.3534478,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.51311,-0.06515145
79,2021/11/20 09:25:51,2040.0477,240.003,1,2,0,0,0,0,1.498459,3.647454,5.465560273386,0.0997685,0.0001536697,0.3610393,0.0005433871,,0.000112288602394983,,,,,,,,,,,,,,,,,,,,25.67328,0.04185677
80,2021/11/20 09:25:56,2045.0459,245.0012,1,2,0,0,0,0,1.498383,3.648272,5.466508744176,0.1018477,0.0001536697,0.3686241,0.0005433871,,,,,0.464113801717758,,,,,,,,,,,,,,,,,25.31518,-0.1326883
81,2021/11/20 09:26:01,2050.0453,250.0006,1,2,0,0,0,0,1.498909,3.649197,5.469814226073,0.1039293,0.0001536697,0.3762192,0.0005433871,,0.000138419200084172,,,,,,,,,,,,,,,,,,,,25.74378,0.0372684
82,2021/11/20 09:26:06,2055.0462,255.0015,1,2,0,0,0,0,1.498787,3.649946,5.470491615502,0.1060091,0.0001536697,0.3838097,0.0005433871,,0.000179611597559415,,,,,,,,,,,,,,,,,,,,25.33427,-0.06977439
83,2021/11/20 09:26:11,2060.0462,260.0015,1,2,0,0,0,0,1.497986,3.650867,5.468947653862,0.1080913,0.0001536697,0.3914108,0.0005433871,,,,2.39277100563049,,,,,,,,,,,,,,,,,,25.71897,0.09026885
84,2021/11/20 09:26:16,2065.0455,265.0008,1,2,0,0,0,0,1.498512,3.651681,5.472087798672,0.1101714,0.0001536697,0.3990056,0.0005433871,,0.00013603109982796,,,,,,,,,,,,,,,,,,,,25.3959,-0.02135932
85,2021/11/20 09:26:21,2070.047,270.0023,1,2,0,0,0,0,1.498566,3.652519,5.473540787754,0.1122529,0.0001536697,0.4066076,0.0005433871,,0.000141383497975767,,,,,,,,,,,,,,,,,,,,25.66042,0.07791996
86,2021/11/20 09:26:26,2075.0455,275.0008,1,2,0,0,0,0,1.498657,3.653101,5.474745385357,0.1143323,0.0001536697,0.4142032,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.4958,-0.02688766
87,2021/11/20 09:26:31,2080.0453,280.0006,1,2,0,0,0,0,1.498497,3.65376,5.47514839872,0.1164126,0.0001536697,0.4218038,0.0005433871,,0.000212918195757084,,,,,,,,,,,,,,,,,,,,25.53171,-0.06364942
88,2021/11/20 09:26:36,2085.0474,285.0027,1,2,0,0,0,0,1.498566,3.654638,5.476716249108,0.1184956,0.0001536697,0.4294156,0.0005433871,,0.000210878002690151,,,,,,,,,,,,,,,,,,,,25.71099,0.01787245
89,2021/11/20 09:26:41,2090.0457,290.001,1,2,0,0,0,0,1.498528,3.65549,5.47785411872,0.1205754,0.0001536697,0.4370172,0.0005433871,,0.000171620704350062,,,,,,,,,,,,,,,,,,,,25.35158,-0.1455545
90,2021/11/20 09:26:46,2095.0458,295.0011,1,2,0,0,0,0,1.498642,3.656183,5.479309403486,0.122656,0.0001536697,0.4446234,0.0005433871,,,,2.7389440536499,,,,,,,,,,,,,,,,,,25.72607,0.05642653
91,2021/11/20 09:26:51,2100.0467,300.002,1,2,0,0,0,0,1.498894,3.656799,5.481154080306,0.1247372,0.0001536697,0.4522332,0.0005433871,,0.000158784998347983,,,,,,,,,,,,,,,,,,,,25.3511,-0.0515759
92,2021/11/20 09:26:56,2105.0452,305.0005,1,2,0,0,0,0,1.498711,3.657694,5.481826232434,0.1268164,0.0001536697,0.4598369,0.0005433871,,0.00012611219426617,,,0.372270613908768,,,,,,,,,,,,,,,,,25.76777,0.1322764
93,2021/11/20 09:27:01,2110.0456,310.0009,1,2,0,0,0,0,1.498489,3.658171,5.481729003619,0.1288971,0.0001536697,0.4674479,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.4061,-0.04134417
94,2021/11/20 09:27:06,2115.0466,315.0019,1,2,0,0,0,0,1.498581,3.658833,5.483057615973,0.1309767,0.0001536697,0.4750558,0.0005433871,,0.000131454595248215,,,,,,,,,,,,,,,,,,,,25.73587,0.06214917
95,2021/11/20 09:27:11,2120.0454,320.0007,1,2,0,0,0,0,1.498543,3.659544,5.483984044392,0.1330594,0.0001536697,0.4826768,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.41413,-0.05565107
96,2021/11/20 09:27:16,2125.0452,325.0005,1,2,0,0,0,0,1.498497,3.660015,5.484521497455,0.1351399,0.0001536697,0.4902909,0.0005433871,,0.0000922692124731839,,,,,,,,,,,,,,,,,,,,25.59653,-0.05435646
97,2021/11/20 09:27:21,2130.0462,330.0015,1,2,0,0,0,0,1.498604,3.66065,5.4858647326,0.1372207,0.0001536697,0.4979071,0.0005433871,,,,3.08600211143494,,,,,,,,,,,,,,,,,,25.70522,-0.0002878904
98,2021/11/20 09:27:26,2135.0453,335.0006,1,2,0,0,0,0,1.498497,3.661187,5.486277735939,0.1393016,0.0001536697,0.5055249,0.0005433871,,0.0000934320632950403,,,,,,,,,,,,,,,,,,,,25.3764,-0.1300496
99,2021/11/20 09:27:31,2140.0448,340.0001,1,2,0,0,0,0,1.498695,3.661925,5.488108687875,0.1413821,0.0001536697,0.5131428,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.64182,-0.03396153
100,2021/11/20 09:27:36,2145.0456,345.0009,1,2,0,0,0,0,1.498749,3.662446,5.489087280054,0.1434619,0.0001536697,0.5207592,0.0005433871,,0.000172872896655463,,,,,,,,,,,,,,,,,,,,25.71768,0.03272831
101,2021/11/20 09:27:41,2150.0447,350,1,2,0,0,0,0,1.498489,3.662655,5.488448228295,0.1455445,0.0001536697,0.528387,0.0005433871,,0.000133389796246774,,,,,,,,,,,,,,,,,,,,25.39993,-0.1143837
102,2021/11/20 09:27:46,2155.045,355.0003,1,2,0,0,0,0,1.498741,3.663349,5.490411343609,0.1476251,0.0001536697,0.5360086,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.48692,-0.1007658
103,2021/11/20 09:27:51,2160.0449,360.0002,1,2,0,0,0,0,1.498344,3.664058,5.490019319952,0.1497055,0.0001536697,0.5436304,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.74828,0.102036
104,2021/11/20 09:27:56,2165.0467,365.002,1,2,0,0,0,0,1.498199,3.664592,5.490288069808,0.1517873,0.0001536697,0.5512586,0.0005433871,,0.0000803276270744391,,,,,,,,,,,,,,,,,,,,25.74378,0.09095848
105,2021/11/20 09:28:01,2170.0448,370.0001,1,2,0,0,0,0,1.498291,3.664993,5.491226026963,0.1538661,0.0001536697,0.5588769,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.42341,-0.02344012
106,2021/11/20 09:28:06,2175.0451,375.0004,1,2,0,0,0,0,1.49855,3.665281,5.49260684255,0.1559472,0.0001536697,0.5665044,0.0005433871,,0.0000910036833374761,,,,,,,,,,,,,,,,,,,,25.55703,0.0666678
107,2021/11/20 09:28:11,2180.0468,380.0021,1,2,0,0,0,0,1.498894,3.665902,5.494798512388,0.1580295,0.0001536697,0.5741373,0.0005433871,,,,3.92217206954956,,,,,,,,,,,,,,,,,,25.88429,0.1555264
108,2021/11/20 09:28:16,2185.0467,385.002,1,2,0,0,0,0,1.498497,3.666418,5.494116373746,0.160111,0.0001536697,0.5817683,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.71091,0.08762181
109,2021/11/20 09:28:21,2190.0469,390.0022,1,2,0,0,0,0,1.498642,3.666661,5.495012174362,0.1621911,0.0001536697,0.5893954,0.0005433871,,0.0000631446819170378,,,,,,,,,,,,,,,,,,,,25.4199,-0.09578288
110,2021/11/20 09:28:26,2195.0467,395.002,1,2,0,0,0,0,1.499161,3.667131,5.497619777091,0.1642716,0.0001536697,0.5970244,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.51354,-0.07291734
111,2021/11/20 09:28:31,2200.0462,400.0015,1,2,0,0,0,0,1.498436,3.667617,5.495689347012,0.1663528,0.0001536697,0.6046574,0.0005433871,,0.0000859942228998989,,,0.261082291603088,,,,,,,,,,,,,,,,,25.8555,0.03893614
112,2021/11/20 09:28:36,2205.0454,405.0007,1,2,0,0,0,0,1.498978,3.668056,5.498335246768,0.1684335,0.0001536697,0.612289,0.0005433871,,,,,,,,,,,,,,,,,,,,,,25.53973,-0.09842992
113,2021/11/20 09:28:41,2210.0448,410.0001,1,2,0,0,0,0,1.498894,3.668531,5.498739104714,0.1705131,0.0001536697,0.6199176,0.0005433871,,0.000080137382610701,,,,,,,,,,,,,,,,,,,,25.49494,0.07473767
