Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
16,2021/04/10 10:30:18,960.0006,960.0006,1,1,0,0,0,0,4.178379,0,0,0,0,0,,0.00000450435300081153,,,,,,,,,,,,14.70161,-0.05943179,13,0,14.66645,0.1268712
17,2021/04/10 10:31:18,1020.0007,1020.0007,1,1,0,0,0,0,4.178482,0,0,0,0,0,,0.000024498980565113,,0,0,,,,,,,,,14.98278,0.1020172,13,0,14.16784,-0.1582122
18,2021/04/10 10:32:18,1080.0014,1080.0014,1,1,0,0,0,0,4.178241,0,0,0,0,0,,0.0000144614596138126,,,,,,,,,,,,15.01925,0.1169142,13,0,14.29742,-0.04276514
19,2021/04/10 10:33:18,1140.0005,1140.0005,1,1,0,0,0,0,4.178411,0,0,0,0,0,,-0.0000104312202893198,,0,0,,,,,,,,,14.66703,-0.09639114,13,0,14.17856,-0.1056227
20,2021/04/10 10:34:18,1200.0002,1200.0002,1,1,0,0,0,0,4.178356,0,0,0,0,0,,-0.00000806055504654069,,,,,,,,,,,,14.89427,0.03343314,13,0,14.20148,-0.1194745
21,2021/04/10 10:35:18,1260.0001,1260.0001,1,1,0,0,0,0,4.178297,0,0,0,0,0,,0.0000196783803403378,,0,0,,,,,,,,,15.0784,0.1035959,13,0,14.77287,0.1424706
22,2021/04/10 10:36:18,1320.0006,1320.0006,1,1,0,0,0,0,4.178268,0,0,0,0,0,,0.0000161209791258443,,,,,,,,,,,,14.64539,-0.1424623,13,0,14.44915,-0.01477778
23,2021/04/10 10:37:18,1380.0006,1380.0006,1,1,0,0,0,0,4.17819,0,0,0,0,0,,0.0000208624405786395,,0,0,,,,,,,,,14.85003,-0.04432052,13,0,14.70497,0.1108193
24,2021/04/10 10:38:18,1440.0005,1440.0005,1,1,0,0,0,0,4.178245,0,0,0,0,0,,-0.00000948292745306389,,,,,,,,,,,,14.72473,-0.1328474,13,0,14.52122,-0.009736717
25,2021/04/10 10:39:18,1500.0003,1500.0003,1,1,0,0,0,0,4.178226,0,0,0,0,0,,-0.000015962930774549,,0,0,,,,,,,,,15.02048,0.1077798,13,0,14.32057,-0.07244021
26,2021/04/10 10:40:18,1560.0009,1560.0009,1,1,0,0,0,0,4.177982,0,0,0,0,0,,0.00000766536686569452,,,,,,,,,,,,14.90042,0.008597374,13,0,14.70428,0.1409757
27,2021/04/10 10:41:18,1620.0001,1620.0001,1,1,0,0,0,0,4.177983,0,0,0,0,0,,0.00000079023737953321,,0,0,,,,,,,,,15.03728,0.1100567,13,0,14.47618,-0.01765817
28,2021/04/10 10:42:18,1680.0007,1680.0007,1,1,0,0,0,0,4.178049,0,0,0,0,0,,0.00000956187341216719,,,,,,,,,,,,14.67268,-0.1359069,13,0,14.35958,-0.08353293
29,2021/04/10 10:43:18,1740.0005,1740.0005,1,1,0,0,0,0,4.178023,0,0,0,0,0,,-0.00000181756104211672,,0,0,,,,,,,,,14.95677,0.04208386,13,0,14.27868,-0.1336095
30,2021/04/10 10:44:18,1800.0004,1800.0004,1,1,0,0,0,0,4.177979,0,0,0,0,0,,-0.0000289229301415617,,,,,,,,,,,,14.69676,-0.120945,13,0,14.64247,0.1166597
31,2021/04/10 10:45:18,1860.0012,1860.0012,1,1,0,0,0,0,4.177896,0,0,0,0,0,,-0.00000331896990246605,,0,0,,,,,,,,,14.87291,0.02525121,13,0,14.45992,0.05376726
32,2021/04/10 10:46:18,1920.0001,1920.0001,1,1,0,0,0,0,4.177722,0,0,0,0,0,,0.00000877170805324567,,,,,,,,,,,,14.64321,-0.06804109,13,0,14.41775,0.05511373
33,2021/04/10 10:47:18,1980.0008,1980.0008,1,1,0,0,0,0,4.177971,0,0,0,0,0,,0.0000139082903842791,,0,0,,,,,,,,,15.03243,-0.05046457,13.1,0,14.37637,-0.1166669
34,2021/04/10 10:48:18,2040.0007,2040.0007,1,1,0,0,0,0,4.177991,0,0,0,0,0,,-0.00000158048794673959,,,,,,,,,,,,14.74442,0.02697319,13.1,0,14.55552,0.1114485
35,2021/04/10 10:49:18,2100.0005,2100.0005,1,1,0,0,0,0,4.177765,0,0,0,0,0,,-0.00000916682984097861,,0,0,,,,,,,,,14.98744,0.1094452,13,0,14.73294,0.05707681
36,2021/04/10 10:50:18,2160.0003,2160.0003,1,1,0,0,0,0,4.177678,0,0,0,0,0,,-0.0000213364091905532,,,,,,,,,,,,14.77999,-0.119648,13,0,14.20396,-0.03987432
37,2021/04/10 10:51:18,2220.0004,2220.0004,1,1,0,0,0,0,4.177599,0,0,0,0,0,,-0.0000155666493810713,,0,0,,,,,,,,,15.08711,-0.04371554,13,0,14.33617,-0.135048
38,2021/04/10 10:52:18,2280.0001,2280.0001,1,1,0,0,0,0,4.177707,0,0,0,0,0,,-0.0000248928899964085,,,,,,,,,,,,14.68093,-0.02133667,13,0,14.38245,0.1109883
39,2021/04/10 10:53:18,2340.0009,2340.0009,1,1,0,0,0,0,4.177698,0,0,0,0,0,,0.00000837658626551274,,0,0,,,,,,,,,14.76685,-0.05698353,13,0,14.35155,0.08213848
40,2021/04/10 10:54:18,2400.0005,2400.0005,1,1,0,0,0,0,4.177619,0,0,0,0,0,,0.00000308195103571052,,,,,,,,,,,,15.13209,-0.003187954,13,0,14.44696,-0.1058829
41,2021/04/10 10:55:18,2460.0003,2460.0003,1,1,0,0,0,0,4.17748,0,0,0,0,0,,0.0000229168908845168,,0,0,,,,,,,,,15.09441,0.0863567,13,0,14.6356,-0.02541125
42,2021/04/10 10:56:18,2520.0002,2520.0002,1,1,0,0,0,0,4.177526,0,0,0,0,0,,-0.0000252875997830415,,,,,,,,,,,,14.70845,-0.0716573,13,0,14.32233,0.07660329
43,2021/04/10 10:57:18,2580.0003,2580.0003,1,1,0,0,0,0,4.177629,0,0,0,0,0,,-0.00000142243902701011,,0,0,,,,,,,,,14.9434,-0.1102281,13,0,14.26529,-0.105722
44,2021/04/10 10:58:18,2640.0001,2640.0001,1,1,0,0,0,0,4.177505,0,0,0,0,0,,0.0000283695208054269,,,,,,,,,,,,15.13893,-0.03360152,13,0,14.24654,-0.1157996
45,2021/04/10 10:59:18,2700.0007,2700.0007,1,1,0,0,0,0,4.177219,0,0,0,0,0,,0.00000972000088950153,,0,0,,,,,,,,,14.70961,0.002279878,13,0,14.66698,0.1026967
46,2021/04/10 11:00:18,2760.0014,2760.0014,1,1,0,0,0,0,4.177373,0,0,0,0,0,,0.00000489947206006036,,,,,,,,,,,,14.71456,-0.1059571,13,0,14.56946,-0.05125701
47,2021/04/10 11:01:18,2820.0004,2820.0004,1,1,0,0,0,0,4.177438,0,0,0,0,0,,-0.0000211783608392579,,0,0,,,,,,,,,14.8948,0.07260203,13,0,14.15816,-0.06888211
48,2021/04/10 11:02:18,2880.0003,2880.0003,1,1,0,0,0,0,4.177485,0,0,0,0,0,,-0.0000154096305777784,,,,,,,,,,,,14.633,-0.1157948,13,0,14.43675,-0.1067215
49,2021/04/10 11:03:18,2940.0002,2940.0002,1,1,0,0,0,0,4.177282,0,0,0,0,0,,0.0000102730900835013,,0,0,,,,,,,,,14.6556,-0.1191917,13,0,14.52508,-0.02799094
50,2021/04/10 11:04:18,3000.0008,3000.0008,1,1,0,0,0,0,4.17733,0,0,0,0,0,,0.0000249719196290243,,,,,,,,,,,,15.17058,0.06248444,13,0,14.86512,0.167506
51,2021/04/10 11:05:18,3060.0007,3060.0007,1,1,0,0,0,0,4.177239,0,0,0,0,0,,0.00000766542962082895,,0,0,,,,,,,,,15.15325,0.1249522,13,0,14.6215,0.1068303
52,2021/04/10 11:06:18,3120.0005,3120.0005,1,1,0,0,0,0,4.177352,0,0,0,0,0,,-0.0000124068301374791,,,,,,,,,,,,14.81522,-0.09871393,13,0,14.68475,0.02441406
53,2021/04/10 11:07:18,3180.0004,3180.0004,1,1,0,0,0,0,4.177373,0,0,0,0,0,,-0.0000178595091711031,,0,0,,,,,,,,,15.00688,0.1104558,13,0,14.29964,-0.005858243
54,2021/04/10 11:08:18,3240.0003,3240.0003,1,1,0,0,0,0,4.177175,0,0,0,0,0,,-0.0000169902505149366,,,,,,,,,,,,14.9811,0.1049909,13,0,14.25921,-0.01133323
55,2021/04/10 11:09:18,3300.0002,3300.0002,1,1,0,0,0,0,4.177176,0,0,0,0,0,,-0.0000105102399174939,,0,0,,,,,,,,,14.69913,-0.03369749,13,0,14.19609,-0.1387203
56,2021/04/10 11:10:18,3360.0007,3360.0007,1,1,0,0,0,0,4.177191,0,0,0,0,0,,0.0000335853692376986,,,,,,,,,,,,15.12725,0.1575899,13,0,14.39098,0.04591078
57,2021/04/10 11:11:18,3420.0006,3420.0006,1,1,0,0,0,0,4.177107,0,0,0,0,0,,0.0000229170691454783,,0,0,,,,,,,,,14.92854,0.06020099,13,0,14.25772,-0.08583277
58,2021/04/10 11:12:18,3480.0004,3480.0004,1,1,0,0,0,0,4.177232,0,0,0,0,0,,0.00000102738499663246,,,,,,,,,,,,14.80158,-0.1129159,13,0,14.68228,-0.0007733703
59,2021/04/10 11:13:18,3540.0005,3540.0005,1,1,0,0,0,0,4.177104,0,0,0,0,0,,-0.0000183338106580777,,0,0,,,,,,,,,14.75148,-0.03510773,13,0,14.67498,0.1227683
60,2021/04/10 11:14:18,3600.0011,3600.0011,1,1,0,0,0,0,4.177059,0,0,0,0,0,,-0.0000117754198072362,,,,,,,,,,,,14.92247,-0.03807425,13,0,14.23702,-0.1248536
61,2021/04/10 11:14:18,3600.0025,3600.0025,1,1,0,0,0,0,4.177059,0,0,0,0,0,,-0.0000117754198072362,0,0,0,,,,,,,,,14.92247,-0.03807425,13,0,14.23702,-0.1248536
62,2021/04/10 11:14:23,3605.0398,5.0005,1,2,0,0,0,0.5553335,4.199993,2.3323968126655,0.0008051592,0,0.003381433,0,,0.0607813484966755,,0.00296379299834371,577.700012207031,,,,,,,,,14.97575,0.00318706,13,0,14.77964,0.1332536
63,2021/04/10 11:14:28,3610.0396,10.0003,1,2,0,0,0,0.4696602,4.200001,1.9725733096602,0.00148288,0,0.006227862,0,,,,,,,,,,,,,,14.72087,-0.01230687,13,0,14.39319,0.1245853
64,2021/04/10 11:14:33,3615.0398,15.0005,1,2,0,0,0,0.4176678,4.199989,1.7542001656542,0.002079637,0,0.008734245,0,,-0.000044171709305374,,,,,,,,,,,,15.0319,0.04369974,13,0,14.39775,-0.09545743
65,2021/04/10 11:14:38,3620.0398,20.0005,1,2,0,0,0,0.3805719,4.20007,1.598428620033,0.002620338,0,0.01100519,0,,,,,,,,,,,,,,14.91543,-0.04073769,13,0,14.7266,0.09157062
66,2021/04/10 11:14:43,3625.0407,25.0014,1,2,0,0,0,0.3498141,4.199986,1.4692143226026,0.003116894,0,0.01309073,0,,-0.00000458364320365945,,,,,,,,,,,,14.67681,-0.03183246,13,0,14.37101,0.1050389
67,2021/04/10 11:14:48,3630.0406,30.0013,1,2,0,0,0,0.3272467,4.199873,1.3743945796691,0.003579026,0,0.01503168,0,,,,,,,,,,,,,,15.08929,0.06008774,13,0,14.54286,-0.08815318
68,2021/04/10 11:14:53,3635.0401,35.0008,1,2,0,0,0,0.3061805,4.200042,1.285970959581,0.00401126,0,0.01684706,0,,,,,,,,,,,,,,14.69018,-0.1408425,13,0,14.47935,-0.056521
69,2021/04/10 11:14:58,3640.0402,40.0009,1,2,0,0,0,0.2902988,4.200148,1.2192979242224,0.00442017,0,0.01856448,0,,-0.00000229157490139187,,,,,,,,,,,,14.99007,-0.1019409,13,0,14.29742,-0.09059787
70,2021/04/10 11:15:03,3645.0411,45.0018,1,2,0,0,0,0.2760803,4.200054,1.1595521683362,0.004807564,0,0.02019154,0,,,,,,,,,,,,,,14.87578,0.0704807,13,0,14.73803,0.1412642
71,2021/04/10 11:15:08,3650.0393,50,1,2,0,0,0,0.2629967,4.199931,1.1045679932277,0.005176463,0,0.02174092,0,,0.0000354840085492469,,,,,,,,,,,,14.79676,0.01179665,13,0,14.28652,-0.120568
72,2021/04/10 11:15:13,3655.0395,55.0002,1,2,0,0,0,0.250567,4.200002,1.052381901134,0.005528924,0,0.02322125,0,,,,,,,,,,,,,,15.02338,0.07040918,13,0,14.63751,-0.09616852
73,2021/04/10 11:15:18,3660.0395,60.0002,1,2,0,0,0,0.2409408,4.200176,1.0119937655808,0.00586649,0,0.02463903,0,,,,,,,,,,,,,,14.63687,-0.1055178,13,0,14.30182,0.00395745
74,2021/04/10 11:15:23,3665.0404,65.0011,1,2,0,0,0,0.2314935,4.199951,0.9722613568185,0.006191289,0,0.02600319,0,,-0.00000347684294865758,,,,,,,,,,,,15.05477,0.113934,13,0,14.44987,0.07525623
75,2021/04/10 11:15:28,3670.0397,70.0004,1,2,0,0,0,0.2227914,4.199837,0.9356875650018,0.006504004,0,0.02731659,0,,,,,,,,,,,,,,14.78576,0.1226148,13,0,14.56767,0.09766042
76,2021/04/10 11:15:33,3675.0406,75.0013,1,2,0,0,0,0.215323,4.199973,0.904350786279,0.006805464,0,0.02858272,0,,0.00000671712996336282,,,,,,,,,,,,14.71456,-0.1034281,13,0,14.20422,-0.04419863
77,2021/04/10 11:15:38,3680.0404,80.0011,1,2,0,0,0,0.2079302,4.200068,0.8733209792536,0.007096832,0,0.02980646,0,,,,,,,,,,,,,,15.08005,0.1260975,13,0,14.46788,0.07601887
78,2021/04/10 11:15:43,3685.0396,85.0003,1,2,0,0,0,0.2006497,4.200027,0.8427341575419,0.007378521,0,0.03098956,0,,0.00000798186101746978,,,,,,,,,,,,14.81109,0.1122734,13,0,14.65872,0.04619032
79,2021/04/10 11:15:48,3690.0397,90.0004,1,2,0,0,0,0.1946634,4.199948,0.8175761575032,0.007651835,0,0.03213748,0,,,,,,,,,,,,,,14.59402,-0.1285756,13,0,14.37584,0.01968741
80,2021/04/10 11:15:53,3695.0393,95,1,2,0,0,0,0.1887765,4.199987,0.7928588459055,0.007916872,0,0.03325064,0,,,,,,,,,,,,,,14.72764,0.02883077,13,0,14.17347,-0.0967136
81,2021/04/10 11:15:58,3700.0401,100.0008,1,2,0,0,0,0.1833528,4.200106,0.7701011953968,0.008173558,0,0.03432872,0,,0.00000292368508780783,,,,,,,,,,,,14.93145,-0.04515499,13,0,14.24601,-0.1068053
82,2021/04/10 11:16:03,3705.0402,105.0009,1,2,0,0,0,0.1790364,4.200042,0.7519603995288,0.008423037,0,0.03537653,0,,,,,,,,,,,,,,15.00493,0.1269522,13,0,14.57524,0.06085604
83,2021/04/10 11:16:08,3710.0401,110.0008,1,2,0,0,0,0.1735231,4.199981,0.7287937230611,0.008665577,0,0.0363952,0,,0.0000217318902286934,,,,,,,,,,,,14.7323,-0.1070839,13,0,14.61641,0.02746522
84,2021/04/10 11:16:13,3715.0408,115.0015,1,2,0,0,0,0.1694515,4.200177,0.7117262929155,0.008902133,0,0.03738873,0,,,,,,,,,,,,,,14.58893,-0.05063474,13,0,14.27577,0.0771156
85,2021/04/10 11:16:18,3720.0399,120.0006,1,2,0,0,0,0.1643272,4.200006,0.6901752259632,0.009131051,0,0.03835018,0,,,,,,,,,,,,,,14.85541,-0.04999369,13,0,14.21372,-0.1345009
86,2021/04/10 11:16:23,3725.0395,125.0002,1,2,0,0,0,0.1601262,4.199908,0.6725153083896,0.009354418,0,0.03928833,0,,0.0000135139598569367,,0,0,,,,,,,,,15.07524,0.1294547,13,0,14.39002,0.06340504
87,2021/04/10 11:16:28,3730.0396,130.0003,1,2,0,0,0,0.1552292,4.200004,0.6519632609168,0.009572219,0,0.04020309,0,,,,,,,,,,,,,,14.98965,0.08452028,13,0,14.69136,-0.04324853
88,2021/04/10 11:16:33,3735.0397,135.0004,1,2,0,0,0,0.1518268,4.200102,0.6376880463336,0.009784731,0,0.04109564,0,,0.00000466247820440913,,,,,,,,,,,,14.79578,0.02335727,13,0,14.6653,0.1557645
89,2021/04/10 11:16:38,3740.0394,140.0001,1,2,0,0,0,0.1480133,4.20003,0.621660300399,0.009991944,0,0.04196594,0,,,,,,,,,,,,,,14.63106,-0.09708077,13,0,14.33254,-0.1108313
90,2021/04/10 11:16:43,3745.0403,145.001,1,2,0,0,0,0.1444715,4.199865,0.6067607963475,0.01019435,0,0.04281602,0,,,,,,,,,,,,,,14.86561,-0.1202554,13,0,14.23854,-0.0724107
91,2021/04/10 11:16:48,3750.0396,150.0003,1,2,0,0,0,0.14171,4.199967,0.59517732357,0.01039175,0,0.04364511,0,,-0.00000403024387196638,,,,,,,,,,,,15.08349,0.130969,13,0,14.59546,0.01240045
92,2021/04/10 11:16:53,3755.0397,155.0004,1,2,0,0,0,0.1387107,4.200038,0.5825902110066,0.01058502,0,0.04445685,0,,,,,,,,,,,,,,14.71648,-0.1295242,13,0,14.53486,-0.01781464
93,2021/04/10 11:16:58,3760.0407,160.0014,1,2,0,0,0,0.1346929,4.199939,0.5657019637331,0.01077337,0,0.04524794,0,,0.0000303433607768966,,,,,,,,,,,,14.75588,-0.1160783,13,0,14.15789,0.002498031
94,2021/04/10 11:17:03,3765.0406,165.0013,1,2,0,0,0,0.1313923,4.200009,0.5518488425307,0.01095713,0,0.04601972,0,,,,,,,,,,,,,,15.0689,0.09356707,13,0,14.4348,-0.04327774
95,2021/04/10 11:17:08,3770.0409,170.0016,1,2,0,0,0,0.1289849,4.199974,0.5417332263926,0.01113714,0,0.04677575,0,,0.0000114592003228609,,,,,,,,,,,,14.64321,-0.1222393,13,0,14.51269,-0.02419293
96,2021/04/10 11:17:13,3775.04,175.0007,1,2,0,0,0,0.1258374,4.200046,0.5285228685204,0.01131311,0,0.04751484,0,,,,,,,,,,,,,,14.9877,-0.1097655,13,0,14.3681,-0.1007012
97,2021/04/10 11:17:18,3780.0399,180.0006,1,2,0,0,0,0.1235133,4.199999,0.5187557364867,0.01148568,0,0.04823962,0,,,,,,,,,,,,,,14.79485,0.04700452,13,0,14.62057,0.1223579
98,2021/04/10 11:17:23,3785.0398,185.0005,1,2,0,0,0,0.1211837,4.199903,0.5089597851811,0.01165444,0,0.04894843,0,,0.00000529463477505487,,,,,,,,,,,,14.87994,0.07777601,13,0,14.15789,-0.06370842
99,2021/04/10 11:17:28,3790.04,190.0007,1,2,0,0,0,0.1182918,4.200131,0.4968410562258,0.01181953,0,0.04964181,0,,,,,,,,,,,,,,14.6483,0.09423912,13,0,14.51048,0.07608563
100,2021/04/10 11:17:33,3795.0401,195.0008,1,2,0,0,0,0.1163042,4.19995,0.48847182479,0.01198131,0,0.05032126,0,,0.0000011853560408781,,,,,,,,,,,,14.96241,-0.004717112,13,0,14.23319,-0.1439449
101,2021/04/10 11:17:38,3800.0403,200.001,1,2,0,0,0,0.1135088,4.20003,0.476740365264,0.01214016,0,0.05098844,0,,,,,,,,,,,,,,14.89576,-0.0132978,13,0,14.71422,0.1167667
102,2021/04/10 11:17:43,3805.0397,205.0004,1,2,0,0,0,0.111458,4.199972,0.468120479176,0.01229535,0,0.05164025,0,,,,,,,,,,,,,,14.59019,-0.04271269,13,0,14.29895,0.1147071
103,2021/04/10 11:17:48,3810.0396,210.0003,1,2,0,0,0,0.1091696,4.200108,0.4585241103168,0.01244734,0,0.05227861,0,,-0.00000719074296284816,,,,,,,,,,,,15.00589,0.07167757,13,0,14.56159,-0.04920244
104,2021/04/10 11:17:53,3815.0405,215.0012,1,2,0,0,0,0.1075494,4.200056,0.4517135027664,0.01259708,0,0.05290752,0,,,,,,,,,,,,,,14.62131,-0.1284757,13,0,14.48348,-0.06693631
105,2021/04/10 11:17:58,3820.0403,220.001,1,2,0,0,0,0.1048194,4.199967,0.4402380209598,0.01274294,0,0.05352011,0,,0.00000268700796368648,,,,,,,,,,,,14.96941,-0.1049125,13,0,14.28403,-0.08900046
106,2021/04/10 11:18:03,3825.0405,225.0012,1,2,0,0,0,0.1028204,4.19994,0.431839510776,0.01288558,0,0.05411922,0,,,,,,,,,,,,,,14.74154,0.01162112,13,0,14.62566,0.1280391
107,2021/04/10 11:18:08,3830.0405,230.0012,1,2,0,0,0,0.1016647,4.200147,0.4270066847109,0.0130271,0,0.05471359,0,,0.0000190434602700407,,,,,,,,,,,,14.75614,0.02251148,13,0,14.18008,-0.1190048
108,2021/04/10 11:18:13,3835.0401,235.0008,1,2,0,0,0,0.09806154,4.199978,0.41185631064612,0.01316472,0,0.05529161,0,,,,,,,,,,,,,,15.0587,0.05681247,13,0,14.62176,-0.09610087
109,2021/04/10 11:18:18,3840.0398,240.0005,1,2,0,0,0,0.0970518,4.199872,0.4076051373696,0.01330022,0,0.05586069,0,,,,,,,,,,,,,,14.60159,-0.05101353,13,0,14.41993,0.07680207
110,2021/04/10 11:18:23,3845.0398,245.0005,1,2,0,0,0,0.0959338,4.200014,0.4029233030732,0.01343373,0,0.05642146,0,,0.00000766587436373811,,0,0,,,,,,,,,14.92425,0.09686947,13,0,14.26804,-0.04230082
111,2021/04/10 11:18:28,3850.0401,250.0008,1,2,0,0,0,0.09389339,4.200073,0.39435909221747,0.01356423,0,0.05696952,0,,,,,,,,,,,,,,14.89701,0.1045427,13,0,14.67897,-0.01636505
112,2021/04/10 11:18:33,3855.0408,255.0015,1,2,0,0,0,0.09230694,4.199963,0.38768573264322,0.01369249,0,0.05750825,0,,0.0000012643899935938,,,,,,,,,,,,14.60036,-0.1316673,13,0,14.19953,-0.08157879
113,2021/04/10 11:18:38,3860.0403,260.001,1,2,0,0,0,0.09012248,4.199914,0.37850666546672,0.01381829,0,0.0580366,0,,,,,,,,,,,,,,15.00711,0.08450359,13,0,14.519,0.0891605
114,2021/04/10 11:18:43,3865.0394,265.0001,1,2,0,0,0,0.08848681,4.199965,0.37164150496165,0.01394181,0,0.05855539,0,,,,,,,,,,,,,,14.69485,0.1036668,13,0,14.54243,0.1197729
115,2021/04/10 11:18:48,3870.0396,270.0003,1,2,0,0,0,0.08678925,4.199984,0.364513461372,0.01406332,0,0.0590657,0,,0.0000265504404524108,,,,,,,,,,,,14.87096,-0.03760368,13,0,14.25852,-0.1084021
116,2021/04/10 11:18:53,3875.0403,275.001,1,2,0,0,0,0.08540028,4.200021,0.35868296940588,0.01418271,0,0.05956715,0,,,,,,,,,,,,,,14.99694,0.03441483,13,0,14.62566,0.1143381
117,2021/04/10 11:18:58,3880.0394,280.0001,1,2,0,0,0,0.08442718,4.200005,0.3545945781359,0.01430036,0,0.06006126,0,,0.0000128816200231086,,,,,,,,,,,,14.61084,0.006231368,13,0,14.29038,0.1180625
118,2021/04/10 11:19:03,3885.0397,285.0004,1,2,0,0,0,0.08254732,4.199997,0.34669849635804,0.01441639,0,0.0605486,0,,,,,,,,,,,,,,15.04457,0.08329123,13,0,14.56381,-0.02389103
119,2021/04/10 11:19:08,3890.0396,290.0003,1,2,0,0,0,0.08176679,4.199978,0.34341871913062,0.01452997,0,0.06102565,0,,-0.00000410903021474951,,,,,,,,,,,,14.67925,-0.09333551,13,0,14.44651,-0.08197665
120,2021/04/10 11:19:13,3895.0399,295.0006,1,2,0,0,0,0.07976646,4.199968,0.33501657947328,0.01464136,0,0.06149349,0,,,,,,,,,,,,,,15.08692,-0.08674979,13,0,14.49667,-0.1392794
