Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
26,2021/03/26 17:26:33,1560.0006,1560.0006,1,1,0,0,0,0,3.538591,0,0,0,0,0,,0.0000303038505080622,,,,,,,,,,,,25.82021,-0.06682754,25,0,25.89237,-0.07572293
27,2021/03/26 17:27:33,1620.0006,1620.0006,1,1,0,0,0,0,3.538469,0,0,0,0,0,,0.0000145801195685635,,0,0,,,,,,,,,26.01002,0.04775465,25,0,25.7258,-0.04579484
28,2021/03/26 17:28:33,1680.0003,1680.0003,1,1,0,0,0,0,3.538643,0,0,0,0,0,,0.0000148960998558323,,,,,,,,,,,,26.23215,0.04590929,25,0,25.89105,0.04148781
29,2021/03/26 17:29:33,1740.0011,1740.0011,1,1,0,0,0,0,3.538506,0,0,0,0,0,,-0.0000217724791582441,,0,0,,,,,,,,,25.92226,-0.08920431,25,0,26.06566,-0.05357027
30,2021/03/26 17:30:33,1800.0011,1800.0011,1,1,0,0,0,0,3.538363,0,0,0,0,0,,-0.00000944341536524007,,,,,,,,,,,,26.14934,0.07402718,25,0,25.72976,0.005005002
31,2021/03/26 17:30:33,1800.0025,1800.0025,1,1,0,0,0,0,3.538363,0,0,0,0,0,,-0.00000944341536524007,0,0,0,,,,,,,,,26.14934,0.07402718,25,0,25.72976,0.005005002
32,2021/03/26 17:30:38,1805.041,5.0009,1,2,0,0,0,1.499893,3.578472,5.367325103496,0.001956803,0,0.006994742,0,,0.00162784394342452,,0.083623468875885,162.934097290039,,,,,,,,,26.27493,0.06149769,25,0,26.11199,0.05931437
33,2021/03/26 17:30:43,1810.0412,10.0011,1,2,0,0,0,1.499794,3.583438,5.374418811772,0.004037446,0,0.014446,0,,0.00106247898656875,,0.404072791337967,4.6758508682251,,,,,,,,,25.94855,-0.1110405,25,0,26.07769,0.01362681
34,2021/03/26 17:30:48,1815.0411,15.001,1,2,0,0,0,1.499489,3.587657,5.379652207273,0.006117509,0,0.02190453,0,,0.0013366979546845,,,,,,,,,,,,26.00645,0.03076613,25,0,25.76501,-0.04719019
35,2021/03/26 17:30:53,1820.0407,20.0006,1,2,0,0,0,1.499718,3.591162,5.385730292316,0.008196906,0,0.02936851,0,,0.000694254180416465,,0.515672087669373,2.07128596305847,,,,,,,,,26.31678,0.07071018,25,0,25.95437,0.006142259
36,2021/03/26 17:30:58,1825.0406,25.0005,1,2,0,0,0,1.499619,3.59437,5.39018554503,0.01027647,0,0.03684002,0,,0.000491482322104275,,0.640817582607269,,,,,,,,,,26.07727,-0.03725827,25,0,26.18501,0.1252884
37,2021/03/26 17:31:03,1830.0415,30.0014,1,2,0,0,0,1.499657,3.597291,5.394702629187,0.01235679,0,0.04432037,0,,0.000683595892041922,,,,,,,,,,,,25.8857,-0.01950204,25,0,25.75115,-0.09967983
38,2021/03/26 17:31:08,1835.0414,35.0013,1,2,0,0,0,1.499657,3.599865,5.398562746305,0.01443665,0,0.05180472,0,,0.000562972272746265,,0.713262975215912,1.43790900707245,,,,,,,,,26.25976,0.04939854,25,0,25.85453,-0.04637003
39,2021/03/26 17:31:13,1840.0408,40.0007,1,2,0,0,0,1.499466,3.602173,5.401335939618,0.01651648,0,0.05929414,0,,0.000410504988394678,,,,,,,,,,,,26.13914,-0.01933098,25,0,26.18989,0.1209491
40,2021/03/26 17:31:18,1845.0407,45.0006,1,2,0,0,0,1.499443,3.604232,5.404340442776,0.01859629,0,0.06678825,0,,0.000370867812307552,,0.90455037355423,,,,,,,,,,25.83225,-0.05694807,25,0,25.76185,-0.1081693
41,2021/03/26 17:31:23,1850.0402,50.0001,1,2,0,0,0,1.499153,3.606572,5.406803233516,0.02067576,0,0.07428554,0,,0.000461636489490047,,,,,,,,,,,,26.27,0.04702866,25,0,25.87904,-0.06433547
42,2021/03/26 17:31:28,1855.0409,55.0008,1,2,0,0,0,1.499702,3.608478,5.411641673556,0.02275577,0,0.08178892,0,,0.000379775010515004,,,,,,,,,,,,25.98418,-0.1008666,25,0,26.11331,0.05942583
43,2021/03/26 17:31:33,1860.041,60.0009,1,2,0,0,0,1.499519,3.610118,5.413440533242,0.02483542,0,0.08929487,0,,0.000253247213549912,,1.02804601192474,1.00213694572449,,,,,,,,,26.24461,0.06885588,25,0,25.80373,0.004301071
44,2021/03/26 17:31:38,1865.0411,65.001,1,2,0,0,0,1.499519,3.611746,5.415881750174,0.02691508,0,0.09680462,0,,0.000342656509019434,,,,,,,,,,,,25.99931,-0.01029015,25,0,26.09282,0.08544326
45,2021/03/26 17:31:43,1870.0402,70.0001,1,2,0,0,0,1.499451,3.613591,5.418402638541,0.02899345,0,0.1043132,0,,0.000397210504161194,,,,,,,,,,,,26.21215,0.07681072,25,0,25.77124,-0.07683814
46,2021/03/26 17:31:48,1875.041,75.0009,1,2,0,0,0,1.499542,3.615214,5.421165231988,0.03107455,0,0.1118348,0,,0.000239369095652364,,1.22253000736237,,,,,,,,,,26.0821,-0.08209348,25,0,26.09011,-0.001966953
47,2021/03/26 17:31:53,1880.0413,80.0012,1,2,0,0,0,1.499374,3.616569,5.422589527806,0.03315432,0,0.119355,0,,0.000281384913250804,,,,,,,,,,,,26.06836,-0.06736457,25,0,25.76992,-0.07404208
48,2021/03/26 17:31:58,1885.0405,85.0004,1,2,0,0,0,1.499657,3.61795,5.42568404315,0.03523426,0,0.1268789,0,,0.000246813287958503,,,,,,,,,,,,26.31944,0.05967498,25,0,26.17076,0.1242852
49,2021/03/26 17:32:03,1890.0406,90.0005,1,2,0,0,0,1.499504,3.619637,5.427660160048,0.03731384,0,0.1344046,0,,0.000245584902586415,,1.35401403903961,0.764764428138733,,,,,,,,,26.04515,0.009866357,25,0,25.78234,-0.08144438
50,2021/03/26 17:32:08,1895.0405,95.0004,1,2,0,0,0,1.499504,3.621085,5.42983144184,0.03939346,0,0.1419333,0,,0.000247623102040961,,,,,,,,,,,,26.41334,0.07219255,25,0,26.20772,0.02770543
51,2021/03/26 17:32:13,1900.0414,100.0013,1,2,0,0,0,1.499641,3.622657,5.432684966137,0.04147353,0,0.1494667,0,,0.000209962294320576,,,,,,,,,,,,26.01089,-0.1189345,25,0,25.99753,-0.04772127
52,2021/03/26 17:32:18,1905.0406,105.0005,1,2,0,0,0,1.499947,3.623707,5.435368443529,0.04355298,0,0.1570006,0,,0.000237782995100133,,,,,,,,,,,,26.28517,0.07583916,25,0,25.80157,-0.01766443
53,2021/03/26 17:32:23,1910.0415,110.0014,1,2,0,0,0,1.499702,3.625162,5.436662701724,0.04563402,0,0.1645431,0,,0.000287387607386336,,1.4915030002594,,,,,,,,,,26.23127,0.0632745,25,0,26.17517,0.07001817
54,2021/03/26 17:32:28,1915.0416,115.0015,1,2,0,0,0,1.499466,3.626283,5.437488064878,0.04771359,0,0.1720831,0,,0.00025855129933916,,,,,,,,,,,,26.06748,-0.06106794,25,0,25.82607,-0.1234335
55,2021/03/26 17:32:33,1920.0408,120.0007,1,2,0,0,0,1.499969,3.627708,5.441449541052,0.04979357,0,0.1796272,0,,0.000239230605075136,,,,,,,,,,,,26.32478,0.0007158518,25,0,26.21172,0.08977413
56,2021/03/26 17:32:38,1925.0402,125.0001,1,2,0,0,0,1.499451,3.629289,5.441941020339,0.0518735,0,0.1871738,0,,0.000332257390255108,,1.63499999046326,,,,,,,,,,26.13247,-0.08140743,25,0,25.82695,-0.07473052
57,2021/03/26 17:32:43,1930.041,130.0009,1,2,0,0,0,1.499542,3.630245,5.44370484779,0.05395287,0,0.1947211,0,,0.000188741803867742,,,0.648498475551605,,,,,,,,,26.34122,0.06259263,25,0,26.16406,0.1249826
58,2021/03/26 17:32:48,1935.0401,135,1,2,0,0,0,1.499565,3.631495,5.445662799675,0.05603252,0,0.202272,0,,0.000188479403732345,,,,,,,,,,,,26.13023,0.03270864,25,0,25.83183,-0.06304622
59,2021/03/26 17:32:53,1940.0409,140.0008,1,2,0,0,0,1.49929,3.632677,5.44643629933,0.05811287,0,0.209828,0,,0.000254925893386826,,,,,,,,,,,,26.30341,0.07149577,25,0,26.24021,0.09383142
60,2021/03/26 17:32:58,1945.0402,145.0001,1,2,0,0,0,1.499817,3.633956,5.450268986052,0.06019242,0,0.2173837,0,,0.000283912901068106,,1.63912999629974,,,,,,,,,,26.25488,0.05329311,25,0,25.7855,-0.1025712
61,2021/03/26 17:33:03,1950.0412,150.0011,1,2,0,0,0,1.499367,3.635358,5.450735818386,0.06227235,0,0.2249434,0,,0.000262131099589169,,,,,,,,,,,,26.17743,-0.0661999,25,0,26.22818,0.01614332
62,2021/03/26 17:33:08,1955.0413,155.0012,1,2,0,0,0,1.499428,3.636353,5.452449506084,0.06435151,0,0.2325026,0,,,,,,,,,,,,,,26.39639,0.04007041,25,0,25.92715,-0.06681204
63,2021/03/26 17:33:13,1960.0404,160.0003,1,2,0,0,0,1.49897,3.637351,5.45228002847,0.06643083,0,0.2400648,0,,0.000198811103473417,,,,,,,,,,,,25.99084,-0.1366091,25,0,25.97748,-0.04759371
64,2021/03/26 17:33:18,1965.0406,165.0005,1,2,0,0,0,1.499466,3.638716,5.456130925656,0.06851077,0,0.2476317,0,,0.00022575150069315,,,,,,,,,,,,26.47158,0.08107066,25,0,26.01666,0.06555498
65,2021/03/26 17:33:23,1970.0413,170.0012,1,2,0,0,0,1.499481,3.639724,5.457696983244,0.07059102,0,0.255202,0,,0.000225080802920274,,1.7866849899292,0.566557109355927,,,,,,,,,26.18146,-0.0262773,25,0,26.18235,0.07388115
66,2021/03/26 17:33:28,1975.0415,175.0014,1,2,0,0,0,1.499489,3.640735,5.459242084415,0.07267028,0,0.2627711,0,,0.000172203697729856,,,,,,,,,,,,26.49827,0.1205695,25,0,25.9935,-0.0174123
67,2021/03/26 17:33:33,1980.0417,180.0016,1,2,0,0,0,1.499451,3.641821,5.460732140271,0.07475002,0,0.2703442,0,,,,,,,,,,,,,,26.04693,-0.07194102,25,0,25.92669,-0.1097965
68,2021/03/26 17:33:38,1985.0407,185.0006,1,2,0,0,0,1.499191,3.643098,5.461699733718,0.07682831,0,0.2779142,0,,0.000171173698618077,,,,,,,,,,,,26.38572,0.0945735,25,0,26.20146,0.0545752
69,2021/03/26 17:33:43,1990.0407,190.0006,1,2,0,0,0,1.49939,3.643752,5.46340531128,0.0789072,0,0.2854886,0,,0.0001723658060655,,1.92446494102478,,,,,,,,,,26.23839,0.003200769,25,0,25.8189,-0.1170415
70,2021/03/26 17:33:48,1995.0409,195.0008,1,2,0,0,0,1.499329,3.644974,5.465015222446,0.08098729,0,0.2930695,0,,0.000168286598636769,,,,,,,,,,,,26.21612,-0.07664025,25,0,26.17427,0.01014531
71,2021/03/26 17:33:53,2000.0401,200,1,2,0,0,0,1.499542,3.646086,5.467459092612,0.08306641,0,0.3006489,0,,,,,,,,,,,,,,26.43509,0.04034281,25,0,25.93026,-0.06653547
72,2021/03/26 17:33:58,2005.0409,205.0008,1,2,0,0,0,1.499153,3.64703,5.46745596559,0.08514518,0,0.308229,0,,0.000201841205125675,,,,,,,,,,,,26.10127,-0.1375639,25,0,25.98103,-0.06416321
73,2021/03/26 17:34:03,2010.0403,210.0002,1,2,0,0,0,1.49929,3.647671,5.46891665359,0.08722364,0,0.3158101,0,,0.000254944490734488,,,,,,,,,,,,26.5597,0.0439328,25,0,26.14049,0.07737577
74,2021/03/26 17:34:08,2015.0411,215.001,1,2,0,0,0,1.49958,3.648691,5.47150404978,0.08930396,0,0.3233998,0,,0.000146873906487599,,2.12019395828247,,,,,,,,,,26.1516,-0.09236097,25,0,25.92449,-0.03005624
75,2021/03/26 17:34:13,2020.0403,220.0002,1,2,0,0,0,1.499481,3.64991,5.47297069671,0.09138299,0,0.3309868,0,,,,,0.483068585395813,,,,,,,,,26.45822,0.08065522,25,0,26.18852,0.1185679
76,2021/03/26 17:34:18,2025.0402,225.0001,1,2,0,0,0,1.49897,3.650713,5.47230926561,0.09346204,0,0.3385757,0,,0.000169120306964032,,,,,,,,,,,,26.17117,-0.009338856,25,0,25.8229,-0.1050937
77,2021/03/26 17:34:23,2030.0403,230.0002,1,2,0,0,0,1.499062,3.651258,5.473462119996,0.09554219,0,0.3461704,0,,0.000163112199516036,,,,,,,,,,,,26.44493,0.06452203,25,0,26.25358,0.07349491
78,2021/03/26 17:34:28,2035.0412,235.0011,1,2,0,0,0,1.499451,3.652194,5.476285945494,0.09762193,0,0.3537653,0,,0.000260765809798613,,,,,,,,,,,,26.33411,0.02267778,25,0,25.8363,-0.1109099
79,2021/03/26 17:34:33,2040.0407,240.0006,1,2,0,0,0,1.499718,3.653112,5.478637822416,0.09970146,0,0.3613612,0,,,,,,,,,,,,,,26.26827,-0.06798327,25,0,26.21218,0.007669926
80,2021/03/26 17:34:38,2045.0414,245.0013,1,2,0,0,0,1.499657,3.653973,5.479706187261,0.101781,0,0.368959,0,,0.00015358290693257,,2.47216796875,,,,,,,,,,26.49335,0.08304536,25,0,26.13107,-0.02825141
81,2021/03/26 17:34:43,2050.0406,250.0005,1,2,0,0,0,1.49958,3.654662,5.48045804196,0.1038597,0,0.3765551,0,,0.000164230703376234,,,,,,,,,,,,26.20457,-0.04116893,25,0,25.77078,-0.1436228
82,2021/03/26 17:34:48,2055.0406,255.0005,1,2,0,0,0,1.499413,3.655339,5.480862816007,0.105939,0,0.3841551,0,,,,,,,,,,,,,,26.25222,-0.08107483,25,0,26.17476,0.005701184
83,2021/03/26 17:34:53,2060.0409,260.0008,1,2,0,0,0,1.499489,3.656377,5.482697091353,0.1080188,0,0.3917585,0,,0.00013521290384233,,,,,,,,,,,,26.4373,0.0363183,25,0,25.89684,-0.08170664
84,2021/03/26 17:34:58,2065.0409,265.0008,1,2,0,0,0,1.49939,3.656873,5.48307880747,0.1100975,0,0.3993596,0,,0.000212910905247554,,,,,,,,,,,,26.08031,-0.125609,25,0,25.86029,-0.08782983
85,2021/03/26 17:35:03,2070.0401,270,1,2,0,0,0,1.499542,3.657534,5.484625849428,0.1121765,0,0.4069631,0,,0.000166617595823482,,,,,,,,,,,,26.36835,-0.05882084,25,0,26.20545,0.0435406
86,2021/03/26 17:35:08,2075.0417,275.0016,1,2,0,0,0,1.499504,3.658458,5.485872404832,0.1142565,0,0.4145717,0,,,,,,,,,,,,,,26.48319,0.01322508,25,0,25.92852,-0.0758332
87,2021/03/26 17:35:13,2080.0403,280.0002,1,2,0,0,0,1.499695,3.659176,5.48764795132,0.1163353,0,0.4221771,0,,0.000111862100311555,,2.76145911216736,,,,,,,,,,26.15784,-0.102765,25,0,26.05188,-0.002629757
88,2021/03/26 17:35:18,2085.0412,285.0011,1,2,0,0,0,1.499542,3.659719,5.487902348698,0.1184153,0,0.4297888,0,,,,,0.374338001012802,,,,,,,,,26.54413,0.02641857,25,0,26.21038,0.1021457
89,2021/03/26 17:35:23,2090.0402,290.0001,1,2,0,0,0,1.499893,3.660331,5.490104844583,0.1204949,0,0.4374004,0,,0.000134450296172872,,,,,,,,,,,,26.30561,-0.04449666,25,0,25.80777,-0.05341291
90,2021/03/26 17:35:28,2095.041,295.0009,1,2,0,0,0,1.499062,3.661192,5.488353801904,0.1225744,0,0.4450127,0,,0.000135418900754303,,,,,,,,,,,,26.21169,-0.07203817,25,0,26.13422,0.0704205
91,2021/03/26 17:35:33,2100.0404,300.0003,1,2,0,0,0,1.499405,3.661691,5.490357793855,0.1246538,0,0.452626,0,,,,,,,,,,,,,,26.5539,0.1019418,25,0,25.99932,0.08200943
92,2021/03/26 17:35:38,2105.0413,305.0012,1,2,0,0,0,1.499352,3.662003,5.490631522056,0.1267332,0,0.4602407,0,,0.00016487980610691,,,,,,,,,,,,26.18859,-0.1144558,25,0,25.89735,-0.03437042
93,2021/03/26 17:35:43,2110.0414,310.0013,1,2,0,0,0,1.499603,3.662575,5.492408457725,0.128813,0,0.467858,0,,,,,,,,,,,,,,26.42892,0.02073288,25,0,26.2874,0.1476586
94,2021/03/26 17:35:48,2115.0406,315.0005,1,2,0,0,0,1.499443,3.663527,5.493249915461,0.1308924,0,0.475475,0,,0.0000621562867308967,,,,,,,,,,,,26.54235,0.09053528,25,0,25.93787,0.0371784
95,2021/03/26 17:35:53,2120.0414,320.0013,1,2,0,0,0,1.499641,3.66392,5.49456465272,0.1329732,0,0.4830982,0,,,,3.41828203201294,,,,,,,,,,26.16983,-0.05811155,25,0,26.01398,0.05760133
96,2021/03/26 17:35:58,2125.0416,325.0015,1,2,0,0,0,1.499466,3.664452,5.494721182632,0.1350524,0,0.490717,0,,0.00012750799942296,,,,,,,,,,,,26.59258,0.1156908,25,0,26.10216,0.07348716
97,2021/03/26 17:36:03,2130.0416,330.0015,1,2,0,0,0,1.499199,3.664886,5.494393426314,0.1371327,0,0.4983408,0,,,,,,,,,,,,,,26.23042,-0.000411272,25,0,25.85368,-0.09171009
98,2021/03/26 17:36:08,2135.0415,335.0014,1,2,0,0,0,1.499733,3.665742,5.497634246886,0.1392117,0,0.5059609,0,,0.000148516599438153,,,,,,,,,,,,26.46273,0.04879534,25,0,26.28562,0.0688982
99,2021/03/26 17:36:13,2140.0402,340.0001,1,2,0,0,0,1.499893,3.66601,5.49862273693,0.141291,0,0.5135832,0,,,,,,,,,,,,,,26.44576,0.07272959,25,0,25.84116,-0.08309782
100,2021/03/26 17:36:18,2145.0402,345.0001,1,2,0,0,0,1.499214,3.666557,5.496953586198,0.1433702,0,0.5212064,0,,0.0000751565603422932,,,,,,,,,,,,26.14176,-0.07635713,25,0,25.9859,-0.06302953
101,2021/03/26 17:36:23,2150.041,350.0009,1,2,0,0,0,1.499657,3.667094,5.499383186758,0.1454505,0,0.5288346,0,,,,,,,,,,,,,,26.58546,0.076226,25,0,26.05941,-0.04399061
102,2021/03/26 17:36:28,2155.0403,355.0002,1,2,0,0,0,1.499657,3.667673,5.500251488161,0.1475305,0,0.5364625,0,,0.000113107300421689,,,,,,,,,,,,26.16941,-0.1222324,25,0,25.90668,-0.0755614
103,2021/03/26 17:36:33,2160.0412,360.0011,1,2,0,0,0,1.499298,3.667965,5.49937258857,0.1496107,0,0.5440919,0,,,,,,,,,,,,,,26.42445,-0.05616605,25,0,26.26869,0.06399632
104,2021/03/26 17:36:38,2165.0402,365.0001,1,2,0,0,0,1.499847,3.667913,5.501308309311,0.1516897,0,0.5517184,0,,0.000096261799626518,,,,,,,,,,,,26.54859,0.07593691,25,0,26.25757,-0.01308084
105,2021/03/26 17:36:43,2170.0404,370.0003,1,2,0,0,0,1.499313,3.66914,5.50118930082,0.15377,0,0.5593506,0,,,,4.17084121704102,,,,,,,,,,26.47076,0.06564021,25,0,26.29365,0.1057446
106,2021/03/26 17:36:48,2175.0404,375.0003,1,2,0,0,0,1.499489,3.6694,5.5022249366,0.1558492,0,0.5669794,0,,0.0000646809276076965,,,,,,,,,,,,26.22642,-0.08330226,25,0,25.99934,-0.08556724
107,2021/03/26 17:36:53,2180.0405,380.0004,1,2,0,0,0,1.499443,3.669813,5.502675414159,0.1579293,0,0.5746122,0,,,,,0.260126411914825,,,,,,,,,26.4534,-0.09120345,25,0,25.87731,-0.04227698
108,2021/03/26 17:36:58,2185.0414,385.0013,1,2,0,0,0,1.499237,3.670459,5.502887939783,0.1600099,0,0.5822482,0,,,,,,,,,,,,,,26.6558,0.1272333,25,0,26.18682,0.007106662
109,2021/03/26 17:37:03,2190.0408,390.0007,1,2,0,0,0,1.499275,3.670872,5.5036466178,0.1620899,0,0.5898826,0,,0.0000731844702386297,,,,,,,,,,,,26.38708,-0.07020652,25,0,26.23843,0.03881752
110,2021/03/26 17:37:08,2195.0415,395.0014,1,2,0,0,0,1.499481,3.671186,5.504873654466,0.1641697,0,0.5975175,0,,,,,,,,,,,,,,26.22954,-0.04448354,25,0,25.90269,0.08681595
111,2021/03/26 17:37:13,2200.0409,400.0008,1,2,0,0,0,1.499695,3.67154,5.5061901803,0.1662491,0,0.6051516,0,,0.0000577606115257367,,,,,,,,,,,,26.51388,0.00207901,25,0,25.90936,-0.1136881
112,2021/03/26 17:37:18,2205.041,405.0009,1,2,0,0,0,1.499268,3.671888,5.505144177984,0.1683289,0,0.6127882,0,,,,,,,,,,,,,,26.59263,0.02627134,25,0,26.26604,0.10867
113,2021/03/26 17:37:23,2210.0411,410.001,1,2,0,0,0,1.499481,3.672404,5.506700022324,0.1704084,0,0.6204242,0,,0.000135889204102568,,,,,,,,,,,,26.30081,-0.001401901,25,0,26.11651,0.08542538
114,2021/03/26 17:37:28,2215.0409,415.0008,1,2,0,0,0,1.499603,3.672566,5.507390991298,0.1724876,0,0.6280604,0,,,,,,,,,,,,,,26.46676,-0.05477428,25,0,25.89069,-0.1216191
115,2021/03/26 17:37:33,2220.041,420.0009,1,2,0,0,0,1.498734,3.673188,5.505131743992,0.1745667,0,0.6356968,0,,0.0000662619568174705,,,,,,,,,,,,26.66866,0.0975889,25,0,26.12134,0.08879125
116,2021/03/26 17:37:38,2225.041,425.0009,1,2,0,0,0,1.499657,3.673461,5.508931502877,0.1766458,0,0.6433341,0,,,,,,,,,,,,,,26.41868,0.1113671,25,0,26.24155,0.06249785
